threshold,sensitivity,fpr,1-fpr,1-sens
inf,0.0,0.0,1.0,1.0
0.9151265,0.0,0.01834862385321101,0.981651376146789,1.0
0.5794051,0.0,0.11009174311926606,0.8899082568807339,1.0
0.5490893,0.0,0.14678899082568808,0.8532110091743119,1.0
0.46761963,0.0,0.1559633027522936,0.8440366972477065,1.0
0.3951946,0.0,0.1926605504587156,0.8073394495412844,1.0
0.39088443,0.0,0.21100917431192662,0.7889908256880733,1.0
0.35846198,0.08333333333333333,0.22018348623853212,0.7798165137614679,0.9166666666666666
0.31304485,0.08333333333333333,0.27522935779816515,0.7247706422018348,0.9166666666666666
0.3077895,0.08333333333333333,0.29357798165137616,0.7064220183486238,0.9166666666666666
0.24807921,0.08333333333333333,0.3119266055045872,0.6880733944954128,0.9166666666666666
0.20649227,0.08333333333333333,0.3302752293577982,0.6697247706422018,0.9166666666666666
0.15892257,0.08333333333333333,0.4036697247706422,0.5963302752293578,0.9166666666666666
0.1573036,0.08333333333333333,0.42201834862385323,0.5779816513761468,0.9166666666666666
0.15647027,0.08333333333333333,0.44036697247706424,0.5596330275229358,0.9166666666666666
0.14866981,0.16666666666666666,0.44036697247706424,0.5596330275229358,0.8333333333333334
0.13573478,0.16666666666666666,0.44954128440366975,0.5504587155963303,0.8333333333333334
0.13130018,0.25,0.44954128440366975,0.5504587155963303,0.75
0.08740276,0.25,0.5229357798165137,0.47706422018348627,0.75
0.08721684,0.25,0.5412844036697247,0.45871559633027525,0.75
0.08293884,0.25,0.5504587155963303,0.4495412844036697,0.75
0.07562726,0.25,0.5779816513761468,0.42201834862385323,0.75
0.07344233,0.3333333333333333,0.5779816513761468,0.42201834862385323,0.6666666666666667
0.067786284,0.3333333333333333,0.6055045871559633,0.39449541284403666,0.6666666666666667
0.067034796,0.3333333333333333,0.6238532110091743,0.37614678899082565,0.6666666666666667
0.06563476,0.3333333333333333,0.6422018348623854,0.35779816513761464,0.6666666666666667
0.056433503,0.3333333333333333,0.6697247706422018,0.3302752293577982,0.6666666666666667
0.052163884,0.4166666666666667,0.6697247706422018,0.3302752293577982,0.5833333333333333
0.04184353,0.4166666666666667,0.6972477064220184,0.3027522935779816,0.5833333333333333
0.040765125,0.4166666666666667,0.7155963302752294,0.2844036697247706,0.5833333333333333
0.037021227,0.4166666666666667,0.7522935779816514,0.24770642201834858,0.5833333333333333
0.035310805,0.4166666666666667,0.7706422018348624,0.22935779816513757,0.5833333333333333
0.030772828,0.4166666666666667,0.7798165137614679,0.22018348623853212,0.5833333333333333
0.030168897,0.5,0.7889908256880734,0.21100917431192656,0.5
0.023875896,0.5,0.8256880733944955,0.17431192660550454,0.5
0.021981735,0.5,0.8440366972477065,0.15596330275229353,0.5
0.021249866,0.5833333333333334,0.8440366972477065,0.15596330275229353,0.41666666666666663
0.020180877,0.5833333333333334,0.8532110091743119,0.14678899082568808,0.41666666666666663
0.017214091,0.6666666666666666,0.8807339449541285,0.11926605504587151,0.33333333333333337
0.017161494,0.6666666666666666,0.8990825688073395,0.1009174311926605,0.33333333333333337
0.017092334,0.75,0.9174311926605505,0.08256880733944949,0.25
0.011403896,0.75,0.944954128440367,0.05504587155963303,0.25
0.010568045,0.8333333333333334,0.9541284403669725,0.04587155963302747,0.16666666666666663
0.009616534,0.8333333333333334,0.9724770642201835,0.02752293577981646,0.16666666666666663
0.006377183,0.8333333333333334,0.9908256880733946,0.00917431192660545,0.16666666666666663
0.0050804946,1.0,0.9908256880733946,0.00917431192660545,0.0
0.0044808104,1.0,1.0,0.0,0.0
