threshold,sensitivity,fpr,1-fpr,1-sens
inf,0.0,0.0,1.0,1.0
0.64838,0.0,0.0023584905660377358,0.9976415094339622,1.0
0.13384773,0.0,0.007075471698113208,0.9929245283018868,1.0
0.13192303,0.038461538461538464,0.009433962264150943,0.9905660377358491,0.9615384615384616
0.10988938,0.038461538461538464,0.014150943396226415,0.9858490566037735,0.9615384615384616
0.09477699,0.038461538461538464,0.018867924528301886,0.9811320754716981,0.9615384615384616
0.09381775,0.07692307692307693,0.018867924528301886,0.9811320754716981,0.9230769230769231
0.092315815,0.07692307692307693,0.02358490566037736,0.9764150943396226,0.9230769230769231
0.06342097,0.07692307692307693,0.04716981132075472,0.9528301886792453,0.9230769230769231
0.06318916,0.11538461538461539,0.04716981132075472,0.9528301886792453,0.8846153846153846
0.06281642,0.11538461538461539,0.049528301886792456,0.9504716981132075,0.8846153846153846
0.058722764,0.15384615384615385,0.049528301886792456,0.9504716981132075,0.8461538461538461
0.044276994,0.15384615384615385,0.08018867924528301,0.9198113207547169,0.8461538461538461
0.04310845,0.15384615384615385,0.08490566037735849,0.9150943396226415,0.8461538461538461
0.0318557,0.15384615384615385,0.12264150943396226,0.8773584905660378,0.8461538461538461
0.031584203,0.15384615384615385,0.1320754716981132,0.8679245283018868,0.8461538461538461
0.029913664,0.15384615384615385,0.1391509433962264,0.8608490566037736,0.8461538461538461
0.029288068,0.19230769230769232,0.14386792452830188,0.8561320754716981,0.8076923076923077
0.029281441,0.23076923076923078,0.14386792452830188,0.8561320754716981,0.7692307692307692
0.027468367,0.23076923076923078,0.16273584905660377,0.8372641509433962,0.7692307692307692
0.026982142,0.23076923076923078,0.16745283018867924,0.8325471698113207,0.7692307692307692
0.02452241,0.23076923076923078,0.18396226415094338,0.8160377358490566,0.7692307692307692
0.024392264,0.23076923076923078,0.18867924528301888,0.8113207547169812,0.7692307692307692
0.02410032,0.23076923076923078,0.19339622641509435,0.8066037735849056,0.7692307692307692
0.023844166,0.2692307692307692,0.19339622641509435,0.8066037735849056,0.7307692307692308
0.023099521,0.2692307692307692,0.19811320754716982,0.8018867924528301,0.7307692307692308
0.022922957,0.3076923076923077,0.19811320754716982,0.8018867924528301,0.6923076923076923
