threshold,sensitivity,fpr,1-fpr,1-sens
inf,0.0,0.0,1.0,1.0
0.485877,0.0,0.005917159763313609,0.9940828402366864,1.0
0.2720972,0.0,0.029585798816568046,0.9704142011834319,1.0
0.21393001,0.0,0.04142011834319527,0.9585798816568047,1.0
0.08194095,0.0,0.10650887573964497,0.893491124260355,1.0
0.07929232,0.25,0.10650887573964497,0.893491124260355,0.75
0.053266317,0.25,0.15384615384615385,0.8461538461538461,0.75
0.050463025,0.25,0.16568047337278108,0.834319526627219,0.75
0.040386155,0.25,0.1952662721893491,0.8047337278106509,0.75
0.03883988,0.25,0.21301775147928995,0.7869822485207101,0.75
0.034842163,0.25,0.23076923076923078,0.7692307692307692,0.75
0.03436127,0.25,0.24260355029585798,0.757396449704142,0.75
0.03392998,0.25,0.2603550295857988,0.7396449704142012,0.75
0.033621747,0.25,0.27218934911242604,0.7278106508875739,0.75
0.02008802,0.25,0.33727810650887574,0.6627218934911243,0.75
0.019840568,0.5,0.33727810650887574,0.6627218934911243,0.5
0.015610509,0.5,0.378698224852071,0.6213017751479291,0.5
0.013813106,0.5,0.3905325443786982,0.6094674556213018,0.5
0.01375099,0.5,0.39644970414201186,0.6035502958579881,0.5
0.013683961,0.5,0.40828402366863903,0.591715976331361,0.5
0.010154564,0.5,0.4319526627218935,0.5680473372781065,0.5
0.010056142,0.5,0.4437869822485207,0.5562130177514792,0.5
0.008474759,0.5,0.47337278106508873,0.5266272189349113,0.5
0.008372635,0.5,0.48520710059171596,0.514792899408284,0.5
0.007779164,0.5,0.5088757396449705,0.49112426035502954,0.5
0.0074974587,0.5,0.5266272189349113,0.47337278106508873,0.5
0.0067839245,0.5,0.5562130177514792,0.44378698224852076,0.5
0.006731471,0.5,0.5680473372781065,0.4319526627218935,0.5
0.006643664,0.5,0.5739644970414202,0.42603550295857984,0.5
0.0062675443,0.5,0.591715976331361,0.40828402366863903,0.5
0.0044612247,0.5,0.6331360946745562,0.3668639053254438,0.5
0.0044575203,0.75,0.6331360946745562,0.3668639053254438,0.25
0.0030067419,0.75,0.7455621301775148,0.2544378698224852,0.25
0.0029925273,0.75,0.757396449704142,0.242603550295858,0.25
0.0025003264,0.75,0.8106508875739645,0.18934911242603547,0.25
0.002446563,0.75,0.8224852071005917,0.1775147928994083,0.25
0.0010015382,0.75,0.9230769230769231,0.07692307692307687,0.25
0.0008860838,0.75,0.9408284023668639,0.059171597633136064,0.25
0.0003506558,0.75,0.9881656804733728,0.011834319526627168,0.25
0.0003436404,1.0,0.9881656804733728,0.011834319526627168,0.0
0.00026408548,1.0,1.0,0.0,0.0
