threshold,sensitivity,fpr,1-fpr,1-sens
inf,0.0,0.0,1.0,1.0
0.5641045,0.0,0.0007017543859649122,0.9992982456140351,1.0
0.42700878,0.011235955056179775,0.0007017543859649122,0.9992982456140351,0.9887640449438202
0.28181905,0.011235955056179775,0.008421052631578947,0.991578947368421,0.9887640449438202
0.28023452,0.02247191011235955,0.008421052631578947,0.991578947368421,0.9775280898876404
0.2708493,0.02247191011235955,0.009824561403508772,0.9901754385964913,0.9775280898876404
0.2324788,0.02247191011235955,0.01263157894736842,0.9873684210526316,0.9775280898876404
0.22524862,0.02247191011235955,0.013333333333333334,0.9866666666666667,0.9775280898876404
0.21697451,0.02247191011235955,0.014736842105263158,0.9852631578947368,0.9775280898876404
0.21092515,0.02247191011235955,0.016140350877192983,0.983859649122807,0.9775280898876404
0.20317586,0.0449438202247191,0.016140350877192983,0.983859649122807,0.9550561797752809
0.1965433,0.0449438202247191,0.018245614035087718,0.9817543859649123,0.9550561797752809
0.1916576,0.06741573033707865,0.018245614035087718,0.9817543859649123,0.9325842696629214
0.1896122,0.06741573033707865,0.019649122807017545,0.9803508771929824,0.9325842696629214
0.17985003,0.06741573033707865,0.02245614035087719,0.9775438596491228,0.9325842696629214
0.17256008,0.06741573033707865,0.02456140350877193,0.9754385964912281,0.9325842696629214
0.16709591,0.07865168539325842,0.02456140350877193,0.9754385964912281,0.9213483146067416
0.16233894,0.07865168539325842,0.025964912280701753,0.9740350877192983,0.9213483146067416
0.15822677,0.07865168539325842,0.028771929824561403,0.9712280701754386,0.9213483146067416
0.15532349,0.07865168539325842,0.030175438596491227,0.9698245614035088,0.9213483146067416
0.14907771,0.07865168539325842,0.03298245614035088,0.9670175438596491,0.9213483146067416
0.14905147,0.0898876404494382,0.03298245614035088,0.9670175438596491,0.9101123595505618
0.14499699,0.0898876404494382,0.0343859649122807,0.9656140350877193,0.9101123595505618
0.13799806,0.10112359550561797,0.0343859649122807,0.9656140350877193,0.898876404494382
0.13493206,0.11235955056179775,0.03508771929824561,0.9649122807017544,0.8876404494382022
0.13301232,0.11235955056179775,0.036491228070175435,0.9635087719298245,0.8876404494382022
0.13238174,0.11235955056179775,0.03929824561403509,0.960701754385965,0.8876404494382022
0.12405124,0.11235955056179775,0.04280701754385965,0.9571929824561404,0.8876404494382022
0.120853,0.11235955056179775,0.047719298245614036,0.952280701754386,0.8876404494382022
0.118110135,0.11235955056179775,0.051228070175438595,0.9487719298245614,0.8876404494382022
0.11775656,0.11235955056179775,0.05543859649122807,0.9445614035087719,0.8876404494382022
0.1173913,0.11235955056179775,0.056842105263157895,0.9431578947368421,0.8876404494382022
0.11732004,0.11235955056179775,0.05824561403508772,0.9417543859649122,0.8876404494382022
0.10846973,0.11235955056179775,0.061052631578947365,0.9389473684210526,0.8876404494382022
0.107239716,0.11235955056179775,0.06596491228070175,0.9340350877192982,0.8876404494382022
0.09433152,0.11235955056179775,0.07719298245614035,0.9228070175438596,0.8876404494382022
0.09189294,0.12359550561797752,0.08,0.92,0.8764044943820225
0.09141124,0.14606741573033707,0.08070175438596491,0.9192982456140351,0.8539325842696629
0.09116404,0.14606741573033707,0.08140350877192983,0.9185964912280702,0.8539325842696629
0.09063795,0.14606741573033707,0.08280701754385965,0.9171929824561403,0.8539325842696629
0.08894715,0.14606741573033707,0.08491228070175438,0.9150877192982456,0.8539325842696629
0.08830219,0.14606741573033707,0.08771929824561403,0.9122807017543859,0.8539325842696629
0.087856926,0.14606741573033707,0.08842105263157894,0.911578947368421,0.8539325842696629
0.0876801,0.14606741573033707,0.0912280701754386,0.9087719298245613,0.8539325842696629
0.085667096,0.14606741573033707,0.09473684210526316,0.9052631578947369,0.8539325842696629
0.08488641,0.14606741573033707,0.0968421052631579,0.9031578947368422,0.8539325842696629
0.08448216,0.14606741573033707,0.09824561403508772,0.9017543859649123,0.8539325842696629
0.08230781,0.14606741573033707,0.10105263157894737,0.8989473684210526,0.8539325842696629
0.081784524,0.15730337078651685,0.10385964912280701,0.896140350877193,0.8426966292134832
0.08097509,0.15730337078651685,0.10456140350877192,0.895438596491228,0.8426966292134832
0.08090124,0.15730337078651685,0.10877192982456141,0.8912280701754386,0.8426966292134832
0.079686,0.15730337078651685,0.11087719298245614,0.8891228070175439,0.8426966292134832
0.07932595,0.15730337078651685,0.1143859649122807,0.8856140350877193,0.8426966292134832
0.077702686,0.15730337078651685,0.11719298245614035,0.8828070175438596,0.8426966292134832
0.07664156,0.15730337078651685,0.12070175438596491,0.8792982456140351,0.8426966292134832
0.07605212,0.16853932584269662,0.12070175438596491,0.8792982456140351,0.8314606741573034
0.07592249,0.1797752808988764,0.12491228070175439,0.8750877192982456,0.8202247191011236
0.07582448,0.1797752808988764,0.12631578947368421,0.8736842105263158,0.8202247191011236
0.07390416,0.1797752808988764,0.12842105263157894,0.871578947368421,0.8202247191011236
0.07373305,0.1797752808988764,0.13052631578947368,0.8694736842105263,0.8202247191011236
0.0730091,0.19101123595505617,0.13543859649122808,0.8645614035087719,0.8089887640449438
0.07269337,0.19101123595505617,0.1368421052631579,0.8631578947368421,0.8089887640449438
0.07210122,0.20224719101123595,0.14105263157894737,0.8589473684210527,0.797752808988764
0.07208793,0.20224719101123595,0.14736842105263157,0.8526315789473684,0.797752808988764
