week_start,vaccination_status,lower_bound,mean_delay,upper_bound
2022-04-25,Two doses,33.889519216186216,168.825,303.76048078381376
2022-05-02,One dose,91.5118945823634,234.56666666666666,377.6214387509699
2022-05-02,Two doses,39.95756893717683,166.6764705882353,293.3953722392938
2022-05-09,One dose,74.12374560929229,230.1290322580645,386.1343189068367
2022-05-09,Two doses,62.384609868391465,207.97297297297297,353.5613360775545
2022-05-16,One dose,96.34209476052015,241.88888888888889,387.4356830172576
2022-05-16,Two doses,74.18447238384915,135.93103448275863,197.67759658166813
2022-05-23,One dose,90.67980655789364,230.75,370.82019344210636
2022-05-23,Two doses,52.409680840393264,188.875,325.34031915960674
2022-05-30,One dose,80.1943709920767,201.0,321.8056290079233
2022-05-30,Two doses,85.54726401928511,219.625,353.7027359807149
